1	"Administration area (named)"	"A defined (and possibly named) administrative area"		"MFF"	"ADMARE"	"Geospatial"
128	"Small craft facility"	"A place at which a service generally of interest to small craft or pleasure boats is available."		"MFF"	"SMCFAC"	"Geospatial"
129	"Sounding"	"Measured or charted depth of water, or the measurement of such a depth (IHO SP-32 Ed5: 4836)"	"In S-57 encoding, the sounding value is stored as the Z value in the SG3D Field Structure."	"CLB"	"SOUNDG"	"Geospatial"
130	"Spring"	"A natural issue of water or other substances from the earth. (IHO Dictionary, S-32, 5th Edition, 4939)"		"MFF"	"SPRING"	"Geospatial"
131	"Square"	"An open area within a built-up area surrounded by roads. (S-57 Appendix A)."		"MFF"	"SQUARE"	"Geospatial"
132	"Territorial Sea Baseline"	"The line from which the outer limits of the territorial sea and certain other outer limits are measured (IHO Dictionary, S-32, 5th Edition, 390) (For legal definition see UNCLOS Article 5,6,7,9,10 & 47)"		"RAL"	"STSLNE"	"Geospatial"
133	"Submarine Transit Lane"	"Lanes for use by submarines making dived transits or requiring to dive on passage (AHP6)"		"RAL"	"SUBTLN"	"Geospatial"
134	"Swept Area"	"An area that has been determined to be clear of navigational dangers to a specified depth (adapted from IHO Dictionary, S-32, 5th Edition, 5248)."		"MFF"	"SWPARE"	"Geospatial"
135	"Territorial Sea Area"	"The territorial sea is a belt of water of a defined breadth but not exceeding 12 nautical miles measured seaward from the territorial sea baseline. (IHO Dictionary, S-32, 5th Edition, 5360) (For legal definition see UNCLOS Article 2-4)"		"RAL"	"TESARE"	"Geospatial"
136	"Tidal stream -harmonic prediction"	"Predicted tidal stream rates may be calculated using parameters (harmonic constituents) and an appropriate harmonic calculation algorithm."		"MFF"	"TS_PRH"	"Geospatial"
137	"Tidal stream - non-harmonic prediction"	"Predicted tidal stream rates may be calculated using time and height differences with respect to a reference station (and associated tidal stream predictions)."		"MFF"	"TS_PNH"	"Geospatial"
138	"Tidal stream panel data"	"Approximate tidal stream rates may be given as discrete rate values at a specified interval before or after a high water."		"MFF"	"TS_PAD"	"Geospatial"
139	"Tidal stream - time series"	"Tidal stream rates over time may be approximated by a series of rate values given at regular time intervals, starting from a specified moment in time."		"MFF"	"TS_TIS"	"Geospatial"
140	"Tide -harmonic prediction"	"Predicted tidal heights may be calculated using parameters (harmonic constituents) and an appropriate harmonic calculation algorithm."		"MFF"	"T_HMON"	"Geospatial"
141	"Tide - non-harmonic prediction"	"Predicted tidal heights may be calculated using time and height differences with respect to a reference port (and associated tidal predictions)."		"MFF"	"T_NHMN"	"Geospatial"
142	"Tide - time series"	"Tidal heights over time may be approximated by a series of rate values given at regular time intervals, starting from a specified moment in time."		"MFF"	"T_TIMS"	"Geospatial"
143	"Tideway"	"A natural water course in intertidal areas where water flows during the ebb or flow. A channel through which a tidal current runs. (IHO Dictionary, S-32, 5th Edition, 5502)"		"ESB"	"TIDEWY"	"Geospatial"
144	"Topmark"	"A characteristic shape secured at the top of a buoy or beacon to aid in its identification. (IHO Dictionary, S-32, 5th Edition, 5548)"		"MFF"	"TOPMAR"	"Geospatial"
145	"Traffic separation line"	"A traffic separation scheme is a scheme which aims to reduce the risk of collision in congested and/or converging areas by separating traffic moving in opposite, or nearly opposite, directions. (IHO Dictionary,  S-32, 5th Edition, 5585) A traffic separation line is a line separating traffic lanes in which ships are travelling in opposite or nearly opposite directions; or separating traffic lanes designated for particular classes of ships proceeding in the same direction (IMO Ships Routeing, 6th Edition)"		"MFF"	"TSELNE"	"Geospatial"
146	"Traffic separation scheme boundary"	"A traffic separation scheme is a scheme which aims to reduce the risk of collision in congested and/or converging areas by separating traffic moving in opposite, or nearly opposite, directions. (IHO Dictionary,  S-32, 5th Edition, 5585)  The boundary of a traffic separation scheme is the outer limit of a traffic lane part or a traffic separation scheme roundabout.(AML)"		"MFF"	"TSSBND"	"Geospatial"
147	"Traffic separation scheme crossing"	"A traffic separation scheme is a scheme which aims to reduce the risk of collision in congested and/or converging areas by separating traffic moving in opposite, or nearly opposite, directions. (IHO Dictionary,  S-32, 5th Edition, 5585)  A traffic separation scheme crossing is a defined area where traffic lanes cross.(AML)"		"MFF"	"TSSCRS"	"Geospatial"
148	"Traffic separation scheme lane part"	"A traffic separation scheme is a scheme which aims to reduce the risk of collision in congested and/or converging areas by separating traffic moving in opposite, or nearly opposite, directions. (IHO Dictionary,  S-32, 5th Edition, 5585)  A traffic lane is an area within defined limits in which one-way traffic flow is established (IMO Ships Routeing, 6th Edition). A traffic separation scheme lane part is an area of a traffic lane in which the direction of flow of traffic is uniform. (AML)"		"MFF"	"TSSLPT"	"Geospatial"
149	"Traffic separation scheme roundabout"	"A traffic separation scheme is a scheme which aims to reduce the risk of collision in congested and/or converging areas by separating traffic moving in opposite, or nearly opposite, directions. (IHO Dictionary,  S-32, 5th Edition, 5585)  A roundabout is a traffic separation scheme in which traffic moves in a counter-clockwise direction around a specified point or zone. (IHO Dictionary S-32, 5th Edition, 4448)"		"MFF"	"TSSRON"	"Geospatial"
150	"Traffic separation zone"	"A traffic separation scheme is a scheme which aims to reduce the risk of collision in congested and/or converging areas by separating traffic moving in opposite, or nearly opposite, directions. (IHO Dictionary,  S-32, 5th Edition, 5585)  A traffic separation zone is a zone separating the lanes in which ships are proceeding in opposite or nearly opposite directions; or separating traffic lanes designated for particular classes of ships proceeding in the same direction. (IMO Ships Routeing, 6th Edition)"		"MFF"	"TSEZNE"	"Geospatial"
151	"Tunnel"	"A passage that is open to the atmosphere at both ends, buried under the sea bed or laid over the sea floor or bored under the ground or through mountains.  (S-57 Appendix A)"		"MFF"	"TUNNEL"	"Geospatial"
152	"Two-way Route Part"	"A two-way route is a route within defined limits inside which two-way traffic is established, aimed at providing safe passage of ships through waters where navigation is difficult or dangerous. (IHO Dictionary, S-32, 5th Edition, 5712). A two-way route part is an area of a two-way route within which traffic flow is generally along one bearing (and possibly its reciprocal)."		"MFF"	"TWRTPT"	"Geospatial"
153	"Underwater / Awash Rock"	"A concentrated mass of stony material or coral which dries, is awash or is below the water surface. (S-57 Annex A, Appendix A, IHO Object Catalogue)"		"LBO"	"UWTROC"	"Geospatial"
154	"Unsurveyed area"	"An area for which no bathymetric survey information is available."		"MFF"	"UNSARE"	"Geospatial"
155	"Vegetation"	"Collections of, or individual plants. (S-57 Appendix A)"		"MFF"	"VEGATN"	"Geospatial"
157	"Waterfall"	"A sudden descent of water over a step in the bed of a river. In place names commonly shortened to fall or falls, e.g. Niagara Falls. (S-57 Appendix A)"		"MFF"	"WATFAL"	"Geospatial"
158	"Weed/Kelp"	"Seaweed is the general name for marine plants of the Algae class which grow in long narrow ribbons. (International Maritime Dictionary, 2nd Ed) Kelp is one of an order (laminariales) of usually large, blade-shaped or vine-like brown algae. (IHO Dictionary, S-32, 5th Edition, 2611)"		"ESB"	"WEDKLP"	"Geospatial"
159	"Wreck"	"The ruined remains of a stranded or sunken vessel which has been rendered useless. (IHO Dictionary, S-32, 5th Edition, 6027.)"		"LBO"	"WRECKS"	"Geospatial"
160	"Tidal stream - flood/ebb"	"Tide - the periodic rise and fall of the surface of the sea, due principally to the gravitational interaction between moon, sun and earth. (Adapted from IHO Dictionary, S-32, 5th Edition, 5429). A tidal stream (or tidal current) is an alternating horizontal movement of water associated with the rise and fall of the tide caused by tide-producing forces. (IHO Dictionary, S-32, 5th Edition, 1169). Approximate tidal stream rates may be given as discrete rate values for flood and ebb flow during springs.(AML)"		"MFF"	"TS_FEB"	"Geospatial"
161	"Archipelagic Sea Lane"	"An archipelagic State may designate sea lanes ..., suitable for the continuous and expeditious passage of foreign ships ... through ... its archipelagic waters and the adjacent territorial sea. ... All ships ... enjoy the right of archipelagic sea lanes passage in such sea lanes ... [which] include all normal passage routes used as routes for international navigation ... through archipelagic waters. (Article 53 of the United Nations Convention on the Law of the Sea (UNCLOS)). (Note: references to aircraft and air routes in UNCLOS have been omitted in these extracts from Article 53). (IHO M-4 B-435.10, S-51 Appendix 2 Part II)"		"RAL"	"ARCSLN"	"Geospatial"
162	"Archipelagic Sea Lane Axis"	"The reference line used to determine the maximum extents of an Archipelagic Sea Lane. It may not indicate the deepest water nor any recommended route or track. (S-57 Supplement No 1 (Edition 3.1.1))"		"RAL"	"ASLXIS"	"Geospatial"
300	"Accuracy of Data"	"An area within which the best estimate of the overall accuracy of the data is uniform. The overall accuracy takes into account for example the source accuracy, chart scale, digitising accuracy etc. Encoded as generic attributes. Refer to the following attributes: Absolute Horizontal Accuracy, Error Ellipse, Absolute Vertical Accuracy, Relative Horizontal Accuracy or Relative Vertical Accuracy"	"Used for non-bathymetric data only"	"CLB ESB LBO MFF RAL SBO"	"M_ACCY"	"Meta"
301	"Data Source Area; Source Information"	"A geographical area that describes the spatial extent of a data source. (AML) Encoded as generic attributes.  Refer to the following attributes: Source Date Source Country Source Agency Source ID Source Type Source Scale"		"CLB ESB LBO MFF RAL SBO"	"M_CSCL"	"Meta"
302	"Data Coverage"	"A geographical area that describes the coverage and extent of spatial objects"		"CLB ESB LBO MFF RAL SBO"	"M_COVR"	"Meta"
305	"External Reference Information"	"Encoded as generic attributes. Refer to the following attributes: Image File Link Reference to a Publication Text File Reference Text File Reference (in national language characters)"		"CLB ESB LBO MFF RAL SBO"	"M_NPUB"	"Meta"
306	"Navigational system of marks"	"An area within which a specific system of navigational marks applies and/or a common direction of buoyage."		"MFF"	"M_NSYS"	"Meta"
307	"Production Information"	"Encoded as generic attributes. Refer to the following attributes: Production Agency Producing Country Capture Date Copyright"		"CLB ESB LBO MFF RAL SBO"	"M_PROD"	"Meta"
308	"Survey Reliability"	"An area within which a uniform assessment of the quality of the data exists. Encoded as generic attributes. Refer to the following attribute: Absolute Horizontal Accuracy Sounding Accuracy"	"Used for bathymetric data only"	"CLB LBO MFF RAL"	"M_QUAL"	"Meta"
309	"Geo-Reference Information"	"Encoded as specific attribute. Refer to the following attribute: Sounding Datum"		"CLB ESB LBO MFF RAL SBO"	"M_SDAT"	"Meta"
310	"Data Quality Information"	"An area within which the reliability of source survey information is assessed to be uniform (AML) Encoded as generic or specific attributes. Refer to the following attribute: Quality of Position Quality of Sounding Measurement Technique of Sounding Measurement"		"CLB ESB LBO MFF RAL SBO"	"M_SREL"	"Meta"
311	"Geo-Reference Information"	"Encoded as specific attributes. Refer to the following attributes: Depth Units Height Units - Length/Width Units"		"CLB ESB LBO MFF RAL SBO"	"M_UNIT"	"Meta"
312	"Geo-Reference Information"	"Encoded as specific attribute. Refer to the following attribute: Vertical Datum"		"ESB LBO MFF RAL"	"M_VDAT"	"Meta"
400	"Beach; Controlled Airspace Composite; Deep water route composite; Marine Management Area Composite; Military Practice Area Composite; Patrol Area Composite; Q-Route; Traffic separation scheme composite"	"Composite feature comprising all of the beach information objects for a specific beach, one or more areas of Controlled Airspace, all the components of a Deep Water Route,  one or more Marine Management Areas, one or more Military Practice Areas, one or more Patrol Areas, a Q Route which is a predesignated route between 2 or more positions which have been chosen after the consideration of the geography and the MCM environment or the components of a Traffic Separation Scheme."		"ESB RAL MFF"	"C_AGGR"	"Collection"
624	"Production Installation"	"An installation for the exploitation of natural resources. (S-57 Appendix A)"		"ESB,MFF"	"PRDINS"	"Geospatial"
20484	"ATS Route Centreline"	"An Air Traffic Service (ATS) Route identified by two electronic NAVAIDS at the extremities and/or Waypoint/ Reporting /Calling-in Points (Modified FACC - ATS Route Segment/Leg - GA010)"		"RAL"	"atsctl"	"Geospatial"
20485	"Airspace Restriction"	"The airspace above a designated land or water area through which flight is prohibited or restricted (Airspace Reservation - UK MIL AIP GEN-2-2-9)"		"RAL"	"airres"	"Geospatial"
20486	"Area of Imagery Coverage"	"Area covered by photographic or satellite imagery (AML)"		"ESB"	"imgare"	"Geospatial"
20487	"Beach Exit"	"Point from which exit can be made from the beach. (AML)"		"ESB"	"bchext"	"Geospatial"
20488	"Beach Profile"	"A representation of the three dimensional relief of the bottom along a line or series of connected lines. (Adapted from Digital Geographic Information Standard - DIGEST)"		"ESB"	"bchprf"	"Geospatial"
20489	"Beach Survey"	"Area of shoreline for which a beach survey record exists. (AML)"		"ESB"	"bchare"	"Geospatial"
20491	"Bottom Feature"	"A significant configuration of underwater topography (Adapted from Digital Geographic Information Standard - DIGEST)"		"ESB"	"botmft"	"Geospatial"
20494	"Contact History"	"Details of a previous occasion when a contact was found. (AML)"		"SBO"	"histob"	"Geospatial"
20495	"Controlled airspace"	"Designated airspace within which some or all aircraft may be subjected to air traffic control (FACC: Airspace - GA005)"		"RAL"	"ctlasp"	"Geospatial"
20496	"Diving Location"	"Location where civilian diving activities take place. (AML)"		"ESB"	"divloc"	"Geospatial"
20498	"Drop Zone"	"Area designated for landing personnel and/or equipment by parachute (AML)"		"ESB"	"drpzne"	"Geospatial"
20499	"Environmentally Sensitive Area"	"An area where flora, fauna and physical features are protected (AML)"		"ESB"	"envare"	"Geospatial"
20501	"Impact Scour"	"A scour, being a clearing away of mud or other seabed deposits by the action of an object impacting and / or traversing along the seabed before settling. (AML)"		"LBO"	"iscour"	"Geospatial"
20502	"Landing Area"	"The general area used for landing troops and stores either by aerial delivery or air landing. This area includes one or more landing/drop zones or landing strips. (AML)"		"ESB"	"lngare"	"Geospatial"
20503	"Landing Place"	"Point on the beach where the landing of troops and vehicles can take place. (AML)"		"ESB"	"lndplc"	"Geospatial"
20504	"Landing Point"	"A point within a landing site where one helicopter can land. (AML)"		"ESB"	"lndpnt"	"Geospatial"
20505	"Landing Site"	"A site within a landing zone containing one or more landing points. (AML)"		"ESB"	"lndste"	"Geospatial"
20506	"Landing Strip"	"Area designated for operating fixed wing aircraft. (AML)"		"ESB"	"lndstp"	"Geospatial"
20507	"Landing Zone"	"A specified zone within an objective area used for landing aircraft.  This includes a number of landing sites. (AML)"		"ESB"	"lndzne"	"Geospatial"
20508	"Marine management area"	"An area which is managed and/or monitored by a controlling authority to protect the marine environment and ensure restrictions applicable to that area, or marine activities carried out within the area conform to current legislation/regulations (AML)."		"RAL"	"marman"	"Geospatial"
20509	"Maritime Safety Information area"	"An area or region providing details of some form of maritime safety information. (AML)"		"RAL"	"msiare"	"Geospatial"
20510	"MCM Area"	"Area where MCM operations have taken place. (AML)"		"ESB"	"mcmare"	"Geospatial"
20511	"Military exercise airspace"	"Airspace of defined dimension identified by area on Earth's surface where activities must be confined because of their nature and/or where limitations may be imposed on aircraft (FACC - Special Use Airspace GA015)"		"RAL"	"mexasp"	"Geospatial"
20513	"Patrol area"	"A defined area on land or over water which is patrolled by a controlling or regulatory authority (AML)"		"RAL"	"patare"	"Geospatial"
20514	"Q-Route Leg"	"A pre-planned dormant channel and/or route, surveyed for mine-like contacts during peacetime that can be 'activated' to provide shipping with safe navigable routes (AML)."		"RAL"	"qroute"	"Geospatial"
20515	"Radio broadcast area"	"The area in which a radio transmission from a radio station is likely to be received. (AML)"		"RAL"	"rdoare"	"Geospatial"
20517	"Geological Layer"	"A homogenous area of rock or sediment. (AML)"		"ESB"	"sedlay"	"Geospatial"
20518	"Seismic Activity Area"	"Area where earthquake activity has taken place. (AML)"		"ESB"	"seiare"	"Geospatial"
20519	"Sensor Anomaly"	"An object on the sea floor which has been detected by means of acoustic and / or magnetic sensors, but for which any other means of identification or classification cannot be made. (More commonly known as a non-sub contact.) (AML)"		"LBO"	"senanm"	"Geospatial"
20520	"Shelter Location"	"Place for casualties or personnel for evacuation (AML)"		"ESB"	"shlloc"	"Geospatial"
20522	"Trafficability Area"	"Area within which the usage of vehicles has been defined. (AML)"		"ESB"	"trfare"	"Geospatial"
20524	"Turning point"	"Any point of junction of two legs. Also known as a traverse point (AML)"		"RAL"	"turnpt"	"Geospatial"
20525	"Viewpoint"	"Position from which an image has been obtained. (AML)"		"ESB SBO"	"viewpt"	"Geospatial"
20526	"Bottom Tactical Data Area"	"Area of defined bottom tactical data.  (AML)"		"ESB"	"btdare"	"Geospatial"
20527	"Burial Probability Area"	"Area of defined burial probability (AML)"		"ESB"	"bprare"	"Geospatial"
20528	"Leisure Activity Area"	"Area where civilian leisure activities take place (AML)"		"ESB"	"lsrare"	"Geospatial"
20529	"Performance Data Area"	"Area of defined performance data. (AML)"		"ESB"	"pfdare"	"Geospatial"
20530	"Resource Location"	"Location where resources are available (AML)"		"ESB"	"resloc"	"Geospatial"
20531	"Risk Data Area"	"Area within which risk data has been defined. (AML)"		"ESB"	"rkdare"	"Geospatial"
20532	"Navigation system (NAVAID)"	"Any visual or electronic device which provides point-to-point guidance information or position data (FACC - NAVAIDS (Aeronautical) GA035)."		"RAL"	"navaid"	"Geospatial"
20533	"Internal Waters Area"	"Waters on the landward side of the baseline of the territorial sea and landlocked waters within the State (IHO Dictionary, S-32, 5th Edition, 2484) (For legal definition see UNCLOS Article 8)"		"RAL"	"intwtr"	"Geospatial"
20544	"Traffic route"	"A commonly used route by commercial shipping which is not a Traffic Separation Scheme or Deep Water Route. (AML)"		"RAL"	"tfcrte"	"Geospatial"
20717	"User Defined"	"A feature not otherwise permissable within the AML content model"		"CLB SBO LBO ESB RAL MFF"	"u_defd"	"Geospatial"
20718	"Small Bottom Object"	"Underwater feature appearing mine-like on a sonar image (AML)"		"SBO"	"smalbo"	"Geospatial"
21484	"Completeness for the product specification"	"An indication of how complete the data-set is, with reference to the full range of meta data, features and attributes included in the product specification.(AML)"		"CLB ESB LBO MFF RAL SBO"	"m_conf"	"Meta"
21485	"Security Classification Information"	"Encoded as generic attributes. Refer to the following attributes: IDO Status Protective Marking Owner Authority Caveat"		"CLB ESB LBO MFF RAL SBO"	"m_clas"	"Meta"
21486	"Vertical Datum Shift Area"	"An area within which a uniform shift exists between a specific vertical datum and the datum of the data within this area"		"ESB"	"m_vers"	"Meta"
21487	"Defined Straight Lines"	"Identifies the geometry applicable to a defined line or lines that are interpolated between two defined points. (AML)"		"RAL"	"m_line"	"Meta"
21488	"Scour"	"Marks on the sea bed produced by an object dragging along the bottom."		"ESB"	"scours"	"Geospatial"
21489	"Diver Report Location"	"Place at which a diver has made physical observations of the marine environment."		"ESB"	"divrpt"	"Geospatial"
30300	"Sea Ice"	"An area at sea that is covered, in whole or in part, with ice. (ECDIS Ice Objects Version 4.1)"		"ESB"	"SEAICE"	"Geospatial"
30301	"Lake Ice"	"An area on a lake that is covered, in whole or in part, with ice. (ECDIS Ice Objects Version 4.1)"		"ESB"	"LACICE"	"Geospatial"
30302	"Iceberg Area"	"An area at sea in which icebergs, bergy bits, or growlers are present. (ECDIS Ice Objects Version 4.1)"		"ESB"	"BRGARE"	"Geospatial"
30303	"Ice Edge"	"The demarcation at any given time between the open sea and sea ice of any kind and in any concentration, whether fast or drifting. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICELNE"	"Geospatial"
30304	"Iceberg Limit"	"Limit of all known Icebergs. (ECDIS Ice Objects Version 4.1)"		"ESB"	"BRGLNE"	"Geospatial"
30305	"Limit of Open Water"	"The demarcation at any given time between sea ice and freely navigable water, in which sea ice is present in concentrations less than 1/10. (ECDIS Ice Objects Version 4.1)"		"ESB"	"OPNLNE"	"Geospatial"
30306	"Limit of All Known Ice"	"The limit of all know ice, including both sea ice of any kind and icebergs. (ECDIS Ice Objects Version 4.1)"		"ESB"	"LKILNE"	"Geospatial"
30307	"Ice Compacting"	"Pieces of ice are said to be compacting when they are subjected to a converging motion, which increases ice concentration and/or produces stresses which may result in ice deformation. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICECOM"	"Geospatial"
30308	"Ice Lead"	"Fracture(s) or passage-way(s) through ice which is (are) navigable by surface vessels. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICELEA"	"Geospatial"
30309	"Iceberg"	"A massive piece of ice, greatly varying in shape and showing more than 5 meters above the sea surface which has broken away from a glacier, and which may be afloat or grounded. This Object Class also includes smaller forms of glacial ice, known as “Bergy Bits” and “Growlers”, which are defined by their size Attribute. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICEBRG"	"Geospatial"
30310	"Floeberg"	"A massive piece of sea ice composed of a hummock or a group of hummocks, frozen together and separated from any ice surroundings. They typically protrude up to 5 meters above the sea surface. (ECDIS Ice Objects Version 4.1)"		"ESB"	"FLOBRG"	"Geospatial"
30311	"Ice Thickness"	"A measure or estimate of ice thickness. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICETHK"	"Geospatial"
30312	"Ice Shear"	"An area of drift ice is subject to shear when the ice motion varies significantly in the direction normal to the motion, subjecting the ice to rotational forces. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICESHR"	"Geospatial"
30313	"Ice Divergence"	"Ice fields or floes in an area are subject to diverging or dispersive motion, thus reducing ice concentration and/or relieving stresses in the ice. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICEDIV"	"Geospatial"
30314	"Ice Ridge/Hummock"	"An Ice Ridge is a line or wall of broken ice forced up by pressure. A Hummock is a hillock of broken ice which has been forced upward by pressure. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICERDG"	"Geospatial"
30315	"Ice Keel/Bummock"	"From a submariners point of view, a Keel is a downward projecting ridge on the underside of the ice canopy - the counterpart of a Ridge. A Bummock is the counterpart of a hummock on the underside of the ice canopy. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICEKEL"	"Geospatial"
30316	"Ice Drift"	"Motion of an ice field or floe as a result of forces such as wind and currents. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICEDFT"	"Geospatial"
30317	"Ice Fracture"	"Any break or rupture through the ice pack, or a single floe, resulting from deformation processes. Length may vary from a few meters to many kilometers. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICEFRA"	"Geospatial"
30318	"Ice Rafting"	"Pressure processes whereby one piece of ice overrides another. (ECDIS Ice Objects Version 4.1)"		"ESB"	"ICERFT"	"Geospatial"
30319	"Jammed Brash Barrier"	"A strip or narrow belt of new, young or brash ice (usually 100-500 meters wide) formed at the edge of either drift or fast ice. (ECDIS Ice Objects Version 4.1)"		"ESB"	"JMDBRR"	"Geospatial"
30320	"Stage of Melt"	"A description of the stage of melt of the ice; i.e. whether it has formed puddles on the surface and whether these have frozen. (ECDIS Ice Objects Version 4.1)"		"ESB"	"STGMLT"	"Geospatial"
30321	"Snow Cover"	"A description of the amount of snow covering the ice. (ECDIS Ice Objects Version 4.1)"		"ESB"	"SNWCVR"	"Geospatial"
30322	"Strips and Patches"	"A strip is a long narrow area of floating ice, about 1 kilometer or less in width, usually composed of small fragments detached from the main mass of ice, and run together under the influence of wind, swell or current. If the area of ice becomes more rounded in shape, it is referred to as a patch. (ECDIS Ice Objects Version 4.1)"		"ESB"	"STRPTC"	"Geospatial"
40101	"General Boundary Line"	"Boundary lines and areas over land or sea. (AML)"		"RAL"	"boundg"	"Geospatial"
40104	"Ferry Site"	"A point where a ferry takes on or discharges its load. (DFDD - AQ080)"		"MFF"	"ferrys"	"Geospatial"
40105	"Geophysical Prospection Grid"	"A grid established for the collection of geophysical data within an area. (DFDD- FA090)"		"RAL"	"geophg"	"Geospatial"
40106	"Inland Shoreline"	"The land-water boundary for all inland hydrographic features having shorelines. (DFDD - BH210)"		"ESB"	"inlsho"	"Geospatial"
40115	"Shed / Hut"	"Shed: A small building, generally of light construction, that usually has one or more open sides. (DFDD AL019). Hut: A small, simple, or crude house or shelter. (DFDD AL100)."		"ESB"	"shedht"	"Geospatial"
40117	"Treatment Area"	"Buildings and/or facilities, where water is processed through chemical, physical, biological or thermal procedures or a combination of those procedures. (AML)"		"ESB"	"treata"	"Geospatial"
40118	"Water Objects"	"A collection of features with a relation to water. (AML)"		"ESB"	"watero"	"Geospatial"
40119	"Built-up Area Text"	"A geo-feature carrying the name of a built-up area to allow the separation of the display of the natural extent of a build-up area and it's name to avoid clutter. (AML)"		"ESB"	"txtbua"	"Geospatial"
40121	"Apron / Hardstand"	"A defined area at an aerodrome or heliport intended for aircraft parking. (DFDD - GB015)"		"ESB"	"aprhst"	"Geospatial"
40122	"Research Facility"	"A facility or building that supports research and/or observation activities or functions."		"ESB"	"resfac"	"Geospatial"
40123	"Transport facility"	"Facility for transporting or trans-shipment of goods (AML)"		"ESB"	"trpfac"	"Geospatial"
40124	"Water Treatment Site"	"Operational site with buildings and other facilities, where water is processed through chemical, physical, biological or thermal procedures or a combination of those procedures. Associated buildings are defined within the geo-feature Treatment Area. (AML)"		"ESB"	"watste"	"Geospatial"
40125	"Waste Disposal/Treatment Site"	"An area where waste is dumped/deposited and/or an operational site with buildings and other facilities, where waste is processed through chemical, physical, biological or thermal procedures or a combination of those procedures. (AML)"		"ESB"	"wstdsp"	"Geospatial"
40126	"Air Waypoint"	"A predetermined geographical position, used for route or instrument approach definition or progress reporting purposes, that is defined relative to a known position. Also known as point or series of points in space to which an aircraft may be vectored."		"RAL"	"awaypt"	"Geospatial"
